feat_idx,dataset,reg_epochs,ptb_rate,base_g0,base_gX,lock_g0,lock_gX
77,cora,50,0.5,0.9052631855010986,0.8728848695755005,0.9824561476707458,0.9087907671928406
78,cora,50,0.5,0.8175438642501831,0.823359489440918,0.9438596963882446,0.8807263970375061
79,cora,50,0.5,0.936842143535614,0.9364424347877502,0.9929824471473694,0.9921585321426392
80,cora,50,0.5,0.9087719321250916,0.9075526595115662,0.9263157844543457,0.9570780396461487
81,cora,50,0.5,0.7859649062156677,0.7593892216682434,0.9473684430122375,0.8807263970375061
82,cora,50,0.5,0.9122807383537292,0.9269500970840454,0.9649122953414917,0.9752373099327087
83,cora,50,0.5,0.838596522808075,0.8332645893096924,0.9192982912063599,0.8142798542976379
84,cora,50,0.5,0.9614035487174988,0.9566653370857239,0.9929824471473694,0.9777135848999023
85,cora,50,0.5,0.8350877165794373,0.8204705119132996,0.9824561476707458,0.8658688068389893
86,cora,50,0.5,0.8421052694320679,0.8245975971221924,0.7789474129676819,0.8386298418045044
87,cora,50,0.5,0.9263157844543457,0.8976475596427917,0.7754386067390442,0.8951712846755981
88,cora,50,0.5,0.8035088181495667,0.7994222044944763,0.936842143535614,0.8914569020271301
89,cora,50,0.5,0.8350877165794373,0.8402806520462036,0.8771929740905762,0.8481221795082092
90,cora,50,0.5,0.9929824471473694,0.9867932796478271,0.9929824471473694,0.9938093423843384
91,cora,50,0.5,0.9859649538993835,0.9649195671081543,0.9859649538993835,0.9649195671081543
92,cora,50,0.5,0.8912280797958374,0.8642179369926453,0.9684211015701294,0.9566653370857239
93,cora,50,0.5,0.8771929740905762,0.8522493243217468,0.8912280797958374,0.8679323196411133
94,cora,50,0.5,0.7929824590682983,0.7659925818443298,0.9157894849777222,0.8687577843666077
95,cora,50,0.5,0.9964912533760071,0.9917457699775696,0.9964912533760071,0.9715229272842407
96,cora,50,0.5,0.8350877165794373,0.8505984544754028,0.9614035487174988,0.9471729397773743
97,cora,50,0.5,0.7263157963752747,0.7325629591941833,0.9228070378303528,0.8596780896186829
98,cora,50,0.5,0.8315789699554443,0.8332645893096924,0.9719298481941223,0.9257119297981262
99,cora,50,0.5,0.8315789699554443,0.8576145768165588,0.8666666746139526,0.8720594644546509
100,cora,50,0.5,0.9894737005233765,0.9826661348342896,0.9964912533760071,0.9706975221633911
101,cora,50,0.5,0.9964912533760071,0.9867932796478271,0.9964912533760071,0.9851424098014832
102,cora,50,0.5,0.8631579279899597,0.8708212971687317,0.9754385948181152,0.9071399569511414
103,cora,50,0.5,0.8947368860244751,0.8695831894874573,0.9824561476707458,0.9108543395996094
104,cora,50,0.5,0.8070175647735596,0.7940569519996643,0.9614035487174988,0.8547255396842957
105,cora,50,0.5,0.9824561476707458,0.9793644547462463,0.9859649538993835,0.9929839372634888
106,cora,50,0.5,0.9719298481941223,0.9616178274154663,0.9964912533760071,0.9876186847686768
107,cora,50,0.5,0.9684211015701294,0.9661576747894287,0.9824561476707458,0.9616178274154663
108,cora,50,0.5,0.9614035487174988,0.9624432921409607,0.9964912533760071,0.9942220449447632
109,cora,50,0.5,0.936842143535614,0.929426372051239,0.9929824471473694,0.9781262874603271
110,cora,50,0.5,0.9122807383537292,0.9108543395996094,0.8280701637268066,0.9158068895339966
111,cora,50,0.5,0.9789474010467529,0.9715229272842407,0.9964912533760071,0.9950475096702576
112,cora,50,0.5,0.9649122953414917,0.9566653370857239,0.9894737005233765,0.9706975221633911
113,cora,50,0.5,0.9789474010467529,0.9752373099327087,0.9859649538993835,0.9640941023826599
114,cora,50,0.5,0.9894737005233765,0.9806025624275208,0.9929824471473694,0.9921585321426392
115,cora,50,0.5,0.8807017803192139,0.8807263970375061,0.9859649538993835,0.9281882047653198
116,cora,50,0.5,0.9614035487174988,0.9513000845909119,0.9929824471473694,0.9921585321426392
117,cora,50,0.5,0.9333333373069763,0.9290136694908142,0.9964912533760071,0.9843170046806335
118,cora,50,0.5,0.8877193331718445,0.8737102746963501,0.9719298481941223,0.9426330924034119
119,cora,50,0.5,0.9649122953414917,0.9628559947013855,0.9929824471473694,0.9859678149223328
120,cora,50,0.5,0.9403508901596069,0.9393314123153687,0.9929824471473694,0.989269495010376
121,cora,50,0.5,0.7859649062156677,0.765579879283905,0.9438596963882446,0.7432934641838074
122,cora,50,0.5,0.8315789699554443,0.8060256242752075,0.9894737005233765,0.907965362071991
123,cora,50,0.5,0.838596522808075,0.8212959170341492,0.9789474010467529,0.9162195920944214
124,cora,50,0.5,0.8912280797958374,0.8959966897964478,0.9894737005233765,0.9451093673706055
125,cora,50,0.5,0.7824561595916748,0.7432934641838074,0.9684211015701294,0.8943458795547485
126,cora,50,0.5,0.8175438642501831,0.8266611695289612,0.8947368860244751,0.8625670671463013
127,cora,50,0.5,0.9684211015701294,0.9669830799102783,0.9929824471473694,0.9752373099327087
128,cora,50,0.5,0.7684210538864136,0.7577383518218994,0.9859649538993835,0.9488238096237183
129,cora,50,0.5,0.9017543792724609,0.895583987236023,0.9894737005233765,0.9603797197341919
130,cora,50,0.5,0.8210526704788208,0.7882789969444275,0.9649122953414917,0.8415188193321228
131,cora,50,0.5,0.8736842274665833,0.8906314969062805,0.9333333373069763,0.927775502204895
132,cora,50,0.5,0.8421052694320679,0.8336772918701172,0.8807017803192139,0.834089994430542
133,cora,50,0.5,0.8140351176261902,0.7940569519996643,0.9228070378303528,0.8200578093528748
134,cora,50,0.5,0.9614035487174988,0.9570780396461487,0.9859649538993835,0.9830788373947144
135,cora,50,0.5,0.9192982912063599,0.8931077122688293,0.936842143535614,0.8398679494857788
136,cora,50,0.5,0.8421052694320679,0.8625670671463013,0.9754385948181152,0.8704085946083069
137,cora,50,0.5,0.9543859958648682,0.9479983448982239,0.9929824471473694,0.9917457699775696
138,cora,50,0.5,0.9754385948181152,0.9731737971305847,0.9964912533760071,0.9917457699775696
139,cora,50,0.5,0.9508771896362305,0.9583161473274231,0.9824561476707458,0.9760627746582031
140,cora,50,0.5,0.838596522808075,0.8439950942993164,0.8877193331718445,0.7631036043167114
141,cora,50,0.5,0.9859649538993835,0.9843170046806335,0.9894737005233765,0.9929839372634888
142,cora,50,0.5,0.7789474129676819,0.7746595144271851,0.8526315689086914,0.8671069145202637
143,cora,50,0.5,0.9754385948181152,0.9735864996910095,0.9859649538993835,0.9789517521858215
144,cora,50,0.5,0.9228070378303528,0.9141560196876526,0.9719298481941223,0.911679744720459
145,cora,50,0.5,0.8421052694320679,0.8332645893096924,0.9859649538993835,0.9252992272377014
146,cora,50,0.5,0.9649122953414917,0.9583161473274231,0.9929824471473694,0.9917457699775696
147,cora,50,0.5,0.9614035487174988,0.9554271697998047,0.9929824471473694,0.9785390496253967
148,cora,50,0.5,0.9894737005233765,0.992571234703064,0.9894737005233765,0.9744119048118591
149,cora,50,0.5,0.9263157844543457,0.9112670421600342,0.9719298481941223,0.9467602372169495
150,cora,50,0.5,0.9403508901596069,0.9471729397773743,0.9964912533760071,0.9938093423843384
151,cora,50,0.5,0.7719298601150513,0.7804374694824219,0.936842143535614,0.769294261932373
152,cora,50,0.5,0.9649122953414917,0.9587288498878479,0.9824561476707458,0.9702848196029663
153,cora,50,0.5,0.8807017803192139,0.8605035543441772,0.9859649538993835,0.9215848445892334
154,cora,50,0.5,0.9614035487174988,0.9645068049430847,0.9859649538993835,0.9806025624275208
155,cora,50,0.5,0.9859649538993835,0.9826661348342896,0.9824561476707458,0.9789517521858215
156,cora,50,0.5,0.9052631855010986,0.8794882297515869,0.9614035487174988,0.8398679494857788
157,cora,50,0.5,0.7649123072624207,0.7643417716026306,0.9403508901596069,0.8262484669685364
158,cora,50,0.5,0.9964912533760071,0.9896822571754456,0.9964912533760071,0.9715229272842407
159,cora,50,0.5,0.9824561476707458,0.9706975221633911,0.9964912533760071,0.9773008823394775
160,cora,50,0.5,0.8526315689086914,0.8530747294425964,0.9824561476707458,0.931489884853363
161,cora,50,0.5,0.9894737005233765,0.9843170046806335,0.9929824471473694,0.9777135848999023
162,cora,50,0.5,0.9754385948181152,0.9690466523170471,0.9894737005233765,0.9690466523170471
163,cora,50,0.5,0.8210526704788208,0.7957078218460083,0.9754385948181152,0.9372678995132446
164,cora,50,0.5,0.8561403751373291,0.83780437707901,0.9894737005233765,0.9319026470184326
165,cora,50,0.5,0.9087719321250916,0.9087907671928406,0.9754385948181152,0.8935204744338989
166,cora,50,0.5,0.9508771896362305,0.9496492147445679,0.9824561476707458,0.9191085696220398
167,cora,50,0.5,0.8140351176261902,0.8105654120445251,0.9789474010467529,0.9405695796012878
168,cora,50,0.5,0.8421052694320679,0.860916256904602,0.7719298601150513,0.8093273043632507
169,cora,50,0.5,0.8912280797958374,0.918695867061615,0.8350877165794373,0.9748246073722839
170,cora,50,0.5,0.838596522808075,0.83780437707901,0.7403509020805359,0.8774247169494629
171,cora,50,0.5,0.9403508901596069,0.9252992272377014,0.9614035487174988,0.8943458795547485
172,cora,50,0.5,0.9578947424888611,0.9418076872825623,0.9964912533760071,0.9727610349655151
173,cora,50,0.5,0.9298245906829834,0.9430458545684814,0.9649122953414917,0.8778374195098877
174,cora,50,0.5,0.9087719321250916,0.8918696045875549,0.9859649538993835,0.8398679494857788
175,cora,50,0.5,0.9719298481941223,0.9773008823394775,0.9824561476707458,0.9880313873291016
176,cora,50,0.5,0.8280701637268066,0.7985967993736267,0.9649122953414917,0.8832026720046997
177,cora,50,0.5,0.9719298481941223,0.9554271697998047,0.9964912533760071,0.9900949597358704
178,cora,50,0.5,0.9614035487174988,0.9620305895805359,0.9789474010467529,0.9686339497566223
179,cora,50,0.5,0.8315789699554443,0.7862154245376587,0.8210526704788208,0.8836153745651245
180,cora,50,0.5,0.9719298481941223,0.9632686972618103,0.9929824471473694,0.9975237250328064
181,cora,50,0.5,0.8175438642501831,0.817994236946106,0.9122807383537292,0.8427569270133972
182,cora,50,0.5,0.8701754808425903,0.8737102746963501,0.9859649538993835,0.9174576997756958
183,cora,50,0.5,0.8631579279899597,0.8514238595962524,0.9508771896362305,0.9096161723136902
184,cora,50,0.5,0.9894737005233765,0.9867932796478271,0.9929824471473694,0.9921585321426392
185,cora,50,0.5,0.9263157844543457,0.9252992272377014,0.9964912533760071,0.9847297072410583
186,cora,50,0.5,0.8350877165794373,0.8320264220237732,0.9578947424888611,0.8543128371238708
187,cora,50,0.5,0.719298243522644,0.7238960266113281,0.898245632648468,0.8411060571670532
188,cora,50,0.5,0.898245632648468,0.9030128121376038,0.9894737005233765,0.9207594394683838
189,cora,50,0.5,0.9894737005233765,0.9826661348342896,0.9964912533760071,0.987205982208252
190,cora,50,0.5,0.9052631855010986,0.9125052094459534,0.9438596963882446,0.9207594394683838
191,cora,50,0.5,0.8421052694320679,0.8518365621566772,0.9859649538993835,0.9434585571289062
192,cora,50,0.5,0.8947368860244751,0.8749484419822693,0.9789474010467529,0.8361535668373108
193,cora,50,0.5,0.9894737005233765,0.9785390496253967,0.9964912533760071,0.985555112361908
194,cora,50,0.5,0.796491265296936,0.832439124584198,0.936842143535614,0.8790755271911621
195,cora,50,0.5,0.9894737005233765,0.9748246073722839,0.9929824471473694,0.9830788373947144
196,cora,50,0.5,0.7719298601150513,0.7680561542510986,0.9578947424888611,0.8873297572135925
197,cora,50,0.5,0.8175438642501831,0.7981840968132019,0.9438596963882446,0.8411060571670532
198,cora,50,0.5,0.9894737005233765,0.9793644547462463,0.9894737005233765,0.9851424098014832
199,cora,50,0.5,0.9754385948181152,0.9640941023826599,0.9929824471473694,0.9950475096702576
200,cora,50,0.5,0.8912280797958374,0.8749484419822693,0.9859649538993835,0.9513000845909119
201,cora,50,0.5,0.9614035487174988,0.9591416120529175,0.9964912533760071,0.985555112361908
202,cora,50,0.5,0.9473684430122375,0.9393314123153687,0.9894737005233765,0.9682212471961975
203,cora,50,0.5,0.7684210538864136,0.7771357893943787,0.7298246026039124,0.850185751914978
204,cora,50,0.5,0.9824561476707458,0.9760627746582031,0.9964912533760071,0.9900949597358704
205,cora,50,0.5,0.8175438642501831,0.7985967993736267,0.6666666865348816,0.8675196170806885
206,cora,50,0.5,0.936842143535614,0.9339661598205566,0.9824561476707458,0.9413949847221375
207,cora,50,0.5,0.8842105269432068,0.8547255396842957,0.9403508901596069,0.9149814248085022
208,cora,50,0.5,0.9754385948181152,0.9566653370857239,0.9824561476707458,0.9562525749206543
209,cora,50,0.5,0.9754385948181152,0.9657449722290039,0.9964912533760071,0.9715229272842407
210,cora,50,0.5,0.9333333373069763,0.9451093673706055,0.9684211015701294,0.8951712846755981
211,cora,50,0.5,0.7473684549331665,0.7507222890853882,0.8140351176261902,0.8229467868804932
212,cora,50,0.5,0.9192982912063599,0.9265373945236206,0.9754385948181152,0.9678085446357727
213,cora,50,0.5,0.9754385948181152,0.9682212471961975,0.9754385948181152,0.8918696045875549
214,cora,50,0.5,0.936842143535614,0.936855137348175,0.9964912533760071,0.9818407297134399
215,cora,50,0.5,0.9789474010467529,0.9645068049430847,0.9894737005233765,0.9739992022514343
216,cora,50,0.5,0.9754385948181152,0.9599670171737671,0.9964912533760071,0.9954602122306824
217,cora,50,0.5,0.9929824471473694,0.9715229272842407,0.9929824471473694,0.9859678149223328
218,cora,50,0.5,0.8175438642501831,0.8097400069236755,0.9508771896362305,0.7952951192855835
219,cora,50,0.5,0.9824561476707458,0.9859678149223328,0.9859649538993835,0.9942220449447632
220,cora,50,0.5,0.9859649538993835,0.9839043021202087,0.9894737005233765,0.9752373099327087
221,cora,50,0.5,0.9789474010467529,0.980189859867096,0.9859649538993835,0.9764754772186279
222,cora,50,0.5,0.9894737005233765,0.9731737971305847,1.0,0.9900949597358704
223,cora,50,0.5,0.9508771896362305,0.9471729397773743,0.9964912533760071,0.9818407297134399
224,cora,50,0.5,0.8350877165794373,0.81964510679245,0.8736842274665833,0.934791624546051
225,cora,50,0.5,0.8421052694320679,0.8452332019805908,0.9543859958648682,0.8984729647636414
226,cora,50,0.5,0.8526315689086914,0.8312010169029236,0.9859649538993835,0.9005365371704102
227,cora,50,0.5,0.9508771896362305,0.9492365121841431,0.9929824471473694,0.9698720574378967
228,cora,50,0.5,0.6912280917167664,0.7164672017097473,0.9614035487174988,0.9075526595115662
229,cora,50,0.5,0.8350877165794373,0.8365662693977356,0.9754385948181152,0.9149814248085022
230,cora,50,0.5,0.9473684430122375,0.9554271697998047,0.9859649538993835,0.9702848196029663
231,cora,50,0.5,0.9578947424888611,0.9533635973930359,0.9789474010467529,0.9847297072410583
232,cora,50,0.5,0.9824561476707458,0.9752373099327087,0.9929824471473694,0.9843170046806335
233,cora,50,0.5,0.7684210538864136,0.7218324542045593,0.9333333373069763,0.8753611445426941
234,cora,50,0.5,0.8315789699554443,0.7791993618011475,0.7859649062156677,0.8865043520927429
235,cora,50,0.5,0.8315789699554443,0.8229467868804932,0.9789474010467529,0.9219975471496582
236,cora,50,0.5,0.9578947424888611,0.9467602372169495,0.9894737005233765,0.9595543146133423
237,cora,50,0.5,0.8280701637268066,0.8122162818908691,0.9614035487174988,0.9290136694908142
238,cora,50,0.5,0.8631579279899597,0.8613289594650269,0.9263157844543457,0.7812629342079163
239,cora,50,0.5,0.9473684430122375,0.9413949847221375,0.9964912533760071,0.9785390496253967
240,cora,50,0.5,0.9403508901596069,0.9475856423377991,0.9859649538993835,0.9661576747894287
241,cora,50,0.5,0.9964912533760071,0.9896822571754456,0.9929824471473694,0.9727610349655151
242,cora,50,0.5,0.9824561476707458,0.9781262874603271,0.9859649538993835,0.9748246073722839
243,cora,50,0.5,0.9614035487174988,0.9500619173049927,0.9929824471473694,0.9884440898895264
244,cora,50,0.5,0.8491228222846985,0.8406933546066284,0.9649122953414917,0.8683450222015381
245,cora,50,0.5,0.9894737005233765,0.9830788373947144,0.9894737005233765,0.9628559947013855
246,cora,50,0.5,0.9894737005233765,0.9826661348342896,0.9894737005233765,0.9731737971305847
247,cora,50,0.5,0.8245614171028137,0.7932315468788147,0.9719298481941223,0.843169629573822
248,cora,50,0.5,0.9508771896362305,0.9525381922721863,0.9894737005233765,0.9781262874603271
249,cora,50,0.5,0.9403508901596069,0.9694593548774719,0.9719298481941223,0.9917457699775696
250,cora,50,0.5,0.8807017803192139,0.85555100440979,0.9578947424888611,0.907965362071991
251,cora,50,0.5,0.8912280797958374,0.8865043520927429,0.9929824471473694,0.9496492147445679
252,cora,50,0.5,0.8105263113975525,0.7952951192855835,0.9578947424888611,0.7721832394599915
253,cora,50,0.5,0.936842143535614,0.9145687222480774,0.9929824471473694,0.9706975221633911
254,cora,50,0.5,0.9508771896362305,0.9479983448982239,0.9403508901596069,0.9723483324050903
255,cora,50,0.5,0.9438596963882446,0.943871259689331,0.9824561476707458,0.9843170046806335
256,cora,50,0.5,0.9228070378303528,0.8914569020271301,0.9438596963882446,0.8902187347412109
257,cora,50,0.5,0.9228070378303528,0.9215848445892334,0.9964912533760071,0.9773008823394775
258,cora,50,0.5,0.838596522808075,0.8274866342544556,0.9684211015701294,0.9327280521392822
259,cora,50,0.5,0.9754385948181152,0.9706975221633911,0.9929824471473694,0.9913330674171448
260,cora,50,0.5,0.9929824471473694,0.9938093423843384,0.9894737005233765,0.9669830799102783
261,cora,50,0.5,0.8280701637268066,0.8134543895721436,0.8561403751373291,0.8369789719581604
262,cora,50,0.5,0.8105263113975525,0.8200578093528748,0.7473684549331665,0.8468840718269348
263,cora,50,0.5,0.9263157844543457,0.9286009073257446,0.9754385948181152,0.9591416120529175
264,cora,50,0.5,0.9719298481941223,0.9678085446357727,0.9859649538993835,0.9682212471961975
265,cora,50,0.5,0.9964912533760071,0.9933966398239136,0.9929824471473694,0.9640941023826599
266,cora,50,0.5,0.9192982912063599,0.9182831645011902,0.8350877165794373,0.9451093673706055
267,cora,50,0.5,0.9228070378303528,0.9195212721824646,0.9719298481941223,0.9030128121376038
268,cora,50,0.5,0.9789474010467529,0.9731737971305847,0.9929824471473694,0.9760627746582031
269,cora,50,0.5,0.859649121761322,0.8419315218925476,0.9438596963882446,0.7998349070549011
270,cora,50,0.5,0.9543859958648682,0.9591416120529175,0.9929824471473694,0.9830788373947144
271,cora,50,0.5,0.9929824471473694,0.9830788373947144,0.9964912533760071,0.9785390496253967
272,cora,50,0.5,0.9543859958648682,0.945522129535675,0.9929824471473694,0.9867932796478271
273,cora,50,0.5,0.9684211015701294,0.9645068049430847,0.9859649538993835,0.9929839372634888
274,cora,50,0.5,0.8070175647735596,0.7800247669219971,0.9403508901596069,0.7936442494392395
275,cora,50,0.5,0.9894737005233765,0.9900949597358704,0.9894737005233765,0.989269495010376
276,cora,50,0.5,0.9894737005233765,0.9863805174827576,0.9929824471473694,0.9810152649879456
277,cora,50,0.5,0.8280701637268066,0.8493603467941284,0.9403508901596069,0.8947585821151733
278,cora,50,0.5,0.8771929740905762,0.8699958920478821,0.9894737005233765,0.9145687222480774
279,cora,50,0.5,0.9578947424888611,0.945522129535675,0.9789474010467529,0.9678085446357727
280,cora,50,0.5,0.8105263113975525,0.7730087041854858,0.9719298481941223,0.8984729647636414
281,cora,50,0.5,0.7929824590682983,0.7730087041854858,0.8912280797958374,0.7721832394599915
282,cora,50,0.5,0.859649121761322,0.8427569270133972,0.9157894849777222,0.927775502204895
283,cora,50,0.5,0.8666666746139526,0.8477094769477844,0.9508771896362305,0.8349153995513916
284,cora,50,0.5,0.7508772015571594,0.7461824417114258,0.75789475440979,0.7028477191925049
285,cora,50,0.5,0.9754385948181152,0.9682212471961975,0.9964912533760071,0.9966983199119568
286,cora,50,0.5,0.9403508901596069,0.9380933046340942,0.9964912533760071,0.9933966398239136
287,cora,50,0.5,0.8947368860244751,0.8790755271911621,0.9754385948181152,0.906314492225647
288,cora,50,0.5,0.8491228222846985,0.8530747294425964,0.9859649538993835,0.8885679244995117
289,cora,50,0.5,0.9894737005233765,0.9777135848999023,0.9964912533760071,0.9921585321426392
290,cora,50,0.5,0.9473684430122375,0.9475856423377991,0.9929824471473694,0.9859678149223328
291,cora,50,0.5,0.9649122953414917,0.9632686972618103,0.9964912533760071,0.9834915399551392
292,cora,50,0.5,0.8245614171028137,0.8283120393753052,0.6877192854881287,0.7981840968132019
293,cora,50,0.5,0.9894737005233765,0.9867932796478271,0.9929824471473694,0.9971110224723816
294,cora,50,0.5,0.9473684430122375,0.9595543146133423,0.9894737005233765,0.9781262874603271
295,cora,50,0.5,0.8175438642501831,0.7907552719116211,0.9789474010467529,0.938506007194519
296,cora,50,0.5,0.9438596963882446,0.9418076872825623,0.9929824471473694,0.9562525749206543
