dataset,seed,config,g0_method,g0_size,attack_epochs,attack_method,budget_pct,d_g0,d_gX,H_overall,H_g0_base,H_gX_base,H_g0gX_base,H_g0_lock,H_gX_lock,H_g0gX_lock,d_H_g0,d_H_gX,d_H_g0gX,changes_g0,changes_gX,changes_g0gX,num_classes,edges_modified,orig_edges,f1_g0_base_0,f1_gX_base_0,f1_g0_lock_0,f1_gX_lock_0,d_g0_0,d_gX_0,num_classes_0,f1_g0_base_1,f1_gX_base_1,f1_g0_lock_1,f1_gX_lock_1,d_g0_1,d_gX_1,num_classes_1
flickr,124,config3.yml,bias,0.1,30,noise,0.25,0.0,0.0,0.2385854557892366,0.27729157070474436,0.24033464896908002,0.2385854557892366,0.14000183904971286,0.24033464896908002,0.2053337962003841,-0.4951096468821817,0.0,-0.13937001934529733,238776.0,0.0,0.0,9,119388,239738,0.4631578947368421,0.4950276243093923,0.06315789473684211,0.4607734806629834,-0.8636363636363636,-0.06919642857142866,9,1.0,0.9845303867403314,1.0,0.9845303867403314,0.0,0.0,2
flickr,124,config3.yml,bias,0.1,30,heuristic,0.25,0.0,0.0,0.2385854557892366,0.27729157070474436,0.24033464896908002,0.2385854557892366,nan,0.24033464896908002,0.24033464896908002,nan,0.0,0.007331516391295215,4342.0,0.0,81408.0,9,42875,239738,0.41052631578947374,0.4961325966850828,0.10526315789473684,0.46740331491712706,-0.7435897435897436,-0.0579064587973273,9,1.0,0.9845303867403314,1.0,0.9845303867403314,0.0,0.0,2
BlogCatalog,124,config3.yml,many_clusters,0.1,30,sll,0.25,0.0,0.008389261744966316,0.40107602638826617,0.35317119694802096,0.4286864299688293,0.40107602638826617,0.20407409686749953,0.42530290067065935,0.3073420490526708,-0.422166647135908,-0.007892783773015518,-0.23370625808697706,51170.0,3788.0,116626.0,6,85792,171743,0.6976744186046512,0.6838074398249453,0.3953488372093023,0.6706783369803063,-0.43333333333333335,-0.019200000000000036,6,0.6976744186046512,0.6520787746170679,0.6976744186046512,0.6575492341356673,0.0,0.008389261744966316,2
BlogCatalog,124,config3.yml,many_clusters,0.1,30,sll_no_g,0.25,0.25000000000000006,0.05061082024432822,0.40107602638826617,0.35317119694802096,0.4286864299688293,0.40107602638826617,0.32494705633206267,0.4204857013566631,0.35568158301881214,-0.07991631497659268,-0.019129900176132215,-0.1131816423390747,3000.0,11940.0,49446.0,6,32193,171743,0.8023255813953488,0.6838074398249453,0.4418604651162791,0.6739606126914661,-0.4492753623188406,-0.014399999999999944,6,0.5581395348837209,0.6269146608315098,0.6976744186046512,0.6586433260393874,0.25000000000000006,0.05061082024432822,2
BlogCatalog,124,config3.yml,many_clusters,0.1,30,noise,0.25,0.11111111111111113,0.07092198581560284,0.40107602638826617,0.35317119694802096,0.4286864299688293,0.40107602638826617,0.19970787412030275,0.4286864299688293,0.33479448912121723,-0.43452955437446006,0.0,-0.1652592847892742,171100.0,0.0,0.0,6,85550,171743,0.7093023255813953,0.7045951859956237,0.47674418604651164,0.6903719912472648,-0.3278688524590163,-0.02018633540372672,6,0.627906976744186,0.6170678336980306,0.6976744186046512,0.6608315098468271,0.11111111111111113,0.07092198581560284,2
BlogCatalog,124,config3.yml,many_clusters,0.1,30,heuristic,0.25,0.052631578947368515,-0.06228956228956221,0.40107602638826617,0.35317119694802096,0.4286864299688293,0.40107602638826617,nan,0.4286864299688293,0.4286864299688293,nan,0.0,0.06884082259714656,20970.0,0.0,108854.0,6,64912,171743,0.6511627906976745,0.6914660831509847,0.09302325581395347,0.6991247264770241,-0.8571428571428572,0.0110759493670886,6,0.6627906976744186,0.649890590809628,0.6976744186046512,0.6094091903719913,0.052631578947368515,-0.06228956228956221,2
Polblogs,124,config3.yml,many_clusters,0.1,30,sll,0.25,0.0,0.0,0.905773257553096,1.0,0.9103007258900795,0.905773257553096,1.0,0.8793950261167849,0.7831699737030839,0.0,-0.03395108769475652,-0.1353575884777379,296.0,2514.0,5706.0,2,4258,16715,0.8902439024390244,0.8341013824884793,0.08536585365853659,0.6509216589861752,-0.904109589041096,-0.21961325966850828,2,0.9878048780487805,1.0,0.9878048780487805,1.0,0.0,0.0,2
Polblogs,124,config3.yml,many_clusters,0.1,30,sll_no_g,0.25,0.0,0.0,0.905773257553096,1.0,0.9103007258900795,0.905773257553096,1.0,0.8910154905335628,0.8059285649036265,0.0,-0.02118556517425588,-0.11023144238017718,50.0,5974.0,4446.0,2,5235,16715,0.8780487804878049,0.8271889400921659,0.036585365853658534,0.7108294930875576,-0.9583333333333333,-0.14066852367688024,2,0.9878048780487805,1.0,0.9878048780487805,1.0,0.0,0.0,2
Polblogs,124,config3.yml,many_clusters,0.1,30,noise,0.25,0.0,0.0,0.905773257553096,1.0,0.9103007258900795,0.905773257553096,1.0,0.9103007258900795,0.9322259993975645,0.0,0.0,0.029204595768182958,16552.0,0.0,0.0,2,8276,16715,0.8780487804878049,0.8294930875576036,0.9146341463414634,0.8283410138248847,0.041666666666666706,-0.0013888888888889833,2,0.9878048780487805,1.0,0.9878048780487805,1.0,0.0,0.0,2
Polblogs,124,config3.yml,many_clusters,0.1,30,heuristic,0.25,0.0,0.0,0.905773257553096,1.0,0.9103007258900795,0.905773257553096,nan,0.9103007258900795,0.9103007258900795,nan,0.0,0.0049984566217093,2306.0,0.0,7980.0,2,5143,16715,0.8292682926829268,0.8179723502304147,1.0,0.7384792626728112,0.20588235294117652,-0.09718309859154912,2,0.9878048780487805,1.0,0.9878048780487805,1.0,0.0,0.0,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,0.06349206349206353,0.02413793103448266,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.2441860465116279,0.796916890080429,0.667919422730006,-0.711416490486258,-0.024428036210478538,-0.17537340042831062,412.0,488.0,1848.0,7,1374,5278,0.6947368421052632,0.6972375690607735,0.6,0.7513812154696132,-0.13636363636363646,0.0776545166402535,7,0.6631578947368421,0.6408839779005525,0.7052631578947368,0.656353591160221,0.06349206349206353,0.02413793103448266,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,-0.11267605633802823,0.029950083194675566,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.2871287128712871,0.8009404388714734,0.6758767268862912,-0.6606660666066607,-0.019502476915222583,-0.16554915450155672,300.0,468.0,1850.0,7,1309,5278,0.6947368421052632,0.6972375690607735,0.6,0.7337016574585634,-0.13636363636363646,0.05229793977812976,7,0.7473684210526316,0.6640883977900552,0.6631578947368421,0.6839779005524862,-0.11267605633802823,0.029950083194675566,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,0.1212121212121211,0.09294871794871781,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.556390977443609,0.8167560874948411,0.7801111797405806,-0.342447026657553,-0.000141231623324365,-0.03685922650975794,162.0,1232.0,1006.0,7,1200,5278,0.7263157894736842,0.6408839779005525,0.6210526315789474,0.6895027624309392,-0.14492753623188404,0.07586206896551718,2,0.6947368421052632,0.6895027624309392,0.7789473684210526,0.7535911602209944,0.1212121212121211,0.09294871794871781,7
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,-0.11267605633802823,0.029950083194675566,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.2871287128712871,0.8009404388714734,0.6758767268862912,-0.6606660666066607,-0.019502476915222583,-0.16554915450155672,300.0,468.0,1850.0,7,1309,5278,0.6947368421052632,0.6972375690607735,0.6,0.7337016574585634,-0.13636363636363646,0.05229793977812976,7,0.7473684210526316,0.6640883977900552,0.6631578947368421,0.6839779005524862,-0.11267605633802823,0.029950083194675566,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,0.023809523809523885,-0.0012254901960784528,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.3176470588235294,0.7888937858087263,0.6608527131782945,-0.6245989304812835,-0.03424978260268158,-0.18409810054852896,236.0,612.0,2016.0,7,1432,5278,0.7473684210526316,0.6784530386740332,0.5894736842105263,0.6928176795580111,-0.21126760563380287,0.02117263843648213,7,0.8842105263157894,0.901657458563536,0.9052631578947369,0.9005524861878453,0.023809523809523885,-0.0012254901960784528,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,0.030303030303030234,0.07644305772230914,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.4180790960451977,0.8117447530209879,0.7569230769230769,-0.5059065228556754,-0.006276021178819466,-0.06548771929824558,250.0,970.0,1224.0,7,1222,5278,0.8736842105263158,0.8917127071823204,0.8736842105263158,0.8972375690607736,0.0,0.006195786864931955,2,0.6947368421052632,0.7082872928176795,0.7157894736842105,0.7624309392265195,0.030303030303030234,0.07644305772230914,7
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,-0.06944444444444452,0.04728546409807368,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.3333333333333333,0.8043579044969865,0.6948970181371042,-0.606060606060606,-0.01531887421716888,-0.14206632474207337,436.0,164.0,1860.0,7,1230,5278,0.8526315789473685,0.881767955801105,0.8736842105263158,0.8850828729281768,0.0246913580246913,0.0037593984962405414,2,0.7578947368421053,0.630939226519337,0.7052631578947368,0.6607734806629835,-0.06944444444444452,0.04728546409807368,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,0.012048192771084248,0.0061500615006149905,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.29245283018867924,0.7751492372319257,0.6899523003539006,-0.6543739279588336,-0.051075622804307205,-0.14817117163324262,320.0,582.0,1544.0,7,1223,5278,0.7473684210526316,0.6552486187845303,0.631578947368421,0.6342541436464089,-0.15492957746478878,-0.032040472175379316,2,0.8736842105263158,0.8983425414364641,0.8842105263157894,0.9038674033149171,0.012048192771084248,0.0061500615006149905,2
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,-0.11111111111111113,0.039745627980922155,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.35121951219512193,0.8026726057906459,0.7048155096935584,-0.5849223946784923,-0.017381987935778487,-0.12982075785670139,306.0,516.0,1414.0,7,1118,5278,0.7052631578947368,0.7060773480662983,0.5894736842105263,0.7292817679558011,-0.164179104477612,0.03286384976525832,7,0.6631578947368421,0.6950276243093922,0.5894736842105263,0.7226519337016575,-0.11111111111111113,0.039745627980922155,7
cora,123,config3.yml,random,0.1,30,sll_no_g,0.25,-0.3098591549295774,-0.026479750778816195,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.35121951219512193,0.8026726057906459,0.7048155096935584,-0.5849223946784923,-0.017381987935778487,-0.12982075785670139,306.0,516.0,1414.0,7,1118,5278,0.6631578947368421,0.6983425414364641,0.5789473684210527,0.6961325966850829,-0.1269841269841269,-0.003164556962025372,7,0.7473684210526316,0.7093922651933702,0.5157894736842106,0.6906077348066298,-0.3098591549295774,-0.026479750778816195,7
cora,123,config3.yml,random,0.1,30,heuristic,0.25,0.023809523809523885,0.001233045622688185,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,nan,0.8168714555765595,0.8168714555765595,nan,0.0,0.008525740943410805,104.0,0.0,1988.0,7,1046,5278,0.7684210526315788,0.7060773480662983,0.25263157894736843,0.6740331491712708,-0.6712328767123287,-0.045383411580594536,7,0.8842105263157894,0.8961325966850828,0.9052631578947369,0.8972375690607736,0.023809523809523885,0.001233045622688185,2
cora,123,config3.yml,random,0.1,30,noise,0.25,0.08860759493670886,-0.0037406483790523096,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.20676831535886947,0.8168714555765595,0.604801010739103,-0.7556374454849725,0.0,-0.253300646858249,5278.0,0.0,0.0,7,2639,5278,0.7578947368421053,0.7248618784530386,0.4631578947368421,0.6707182320441989,-0.3888888888888889,-0.07469512195121945,7,0.8315789473684211,0.8861878453038674,0.9052631578947369,0.8828729281767956,0.08860759493670886,-0.0037406483790523096,2
cora,123,config3.yml,random,0.1,30,noise,0.25,-0.04477611940298506,-0.009983361064891855,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.20676831535886947,0.8168714555765595,0.604801010739103,-0.7556374454849725,0.0,-0.253300646858249,5278.0,0.0,0.0,7,2639,5278,0.7263157894736842,0.7171270718232045,0.49473684210526314,0.6740331491712708,-0.318840579710145,-0.06009244992295836,7,0.7052631578947368,0.6640883977900552,0.6736842105263158,0.6574585635359116,-0.04477611940298506,-0.009983361064891855,2
cora,123,config3.yml,random,0.1,30,heuristic,0.25,-0.45762711864406785,-0.006932409012131663,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,nan,0.8168714555765595,0.8168714555765595,nan,0.0,0.008525740943410805,104.0,0.0,1988.0,7,1046,5278,0.7157894736842105,0.7071823204419889,0.25263157894736843,0.6751381215469613,-0.6470588235294118,-0.04531250000000001,7,0.6210526315789474,0.6375690607734806,0.3368421052631579,0.6331491712707182,-0.45762711864406785,-0.006932409012131663,2
cora,123,config3.yml,random,0.1,30,heuristic,0.25,-0.6842105263157895,-0.04724409448818902,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,nan,0.8168714555765595,0.8168714555765595,nan,0.0,0.008525740943410805,104.0,0.0,1988.0,7,1046,5278,0.7578947368421053,0.6629834254143646,0.3368421052631579,0.6696132596685083,-0.5555555555555556,0.010000000000000009,2,0.8000000000000002,0.7016574585635359,0.25263157894736843,0.6685082872928176,-0.6842105263157895,-0.04724409448818902,7
cora,123,config3.yml,random,0.1,30,heuristic,0.25,-0.6883116883116883,-0.03124999999999992,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,nan,0.8168714555765595,0.8168714555765595,nan,0.0,0.008525740943410805,104.0,0.0,1988.0,7,1046,5278,0.8736842105263158,0.8917127071823204,0.9052631578947369,0.8651933701657458,0.036144578313253,-0.029739776951672885,2,0.8105263157894737,0.7071823204419889,0.25263157894736843,0.6850828729281768,-0.6883116883116883,-0.03124999999999992,7
cora,123,config3.yml,random,0.1,30,noise,0.25,-0.21126760563380287,-0.08520179372197309,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.20676831535886947,0.8168714555765595,0.604801010739103,-0.7556374454849725,0.0,-0.253300646858249,5278.0,0.0,0.0,7,2639,5278,0.8631578947368422,0.8906077348066298,0.9052631578947369,0.8928176795580111,0.04878048780487793,0.0024813895781638155,2,0.7473684210526316,0.7392265193370166,0.5894736842105263,0.6762430939226519,-0.21126760563380287,-0.08520179372197309,7
cora,123,config3.yml,random,0.1,30,noise,0.25,-0.13043478260869573,-0.09284627092846266,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.20676831535886947,0.8168714555765595,0.604801010739103,-0.7556374454849725,0.0,-0.253300646858249,5278.0,0.0,0.0,7,2639,5278,0.6842105263157895,0.6342541436464089,0.6842105263157895,0.6552486187845303,0.0,0.03310104529616713,2,0.7263157894736842,0.7259668508287292,0.631578947368421,0.6585635359116022,-0.13043478260869573,-0.09284627092846266,7
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.15492957746478891,0.23489932885906048,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,223.0,16765.0,3968.0,7,10478,5278,0.7052631578947368,0.6839779005524862,0.8000000000000002,0.7602209944751381,0.1343283582089555,0.11147011308562198,7,0.7473684210526316,0.6585635359116022,0.8631578947368422,0.8132596685082873,0.15492957746478891,0.23489932885906048,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.13235294117647053,0.07131782945736435,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,223.0,16765.0,3968.0,7,10478,5278,0.6947368421052632,0.6596685082872928,0.8210526315789475,0.7745856353591161,0.18181818181818188,0.17420435510887775,2,0.7157894736842105,0.712707182320442,0.8105263157894737,0.7635359116022099,0.13235294117647053,0.07131782945736435,7
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.047058823529411785,0.055487053020961886,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.22413793103448276,0.21456922717721225,0.2158973878850295,-0.7351097178683386,-0.7373280389314544,-0.7334487922205414,220.0,16986.0,3983.0,7,10594,5278,0.6842105263157895,0.6662983425414365,0.8631578947368422,0.9049723756906077,0.2615384615384617,0.3582089552238805,2,0.8947368421052632,0.8961325966850828,0.9368421052631579,0.9458563535911603,0.047058823529411785,0.055487053020961886,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.13235294117647053,0.3961605584642233,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.22413793103448276,0.21456922717721225,0.2158973878850295,-0.7351097178683386,-0.7373280389314544,-0.7334487922205414,220.0,16986.0,3983.0,7,10594,5278,0.8631578947368422,0.901657458563536,0.9368421052631579,0.9447513812154696,0.08536585365853645,0.0477941176470588,2,0.7157894736842105,0.6331491712707182,0.8105263157894737,0.8839779005524862,0.13235294117647053,0.3961605584642233,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.15492957746478891,0.23489932885906048,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,223.0,16765.0,3968.0,7,10478,5278,0.7052631578947368,0.6839779005524862,0.8000000000000002,0.7602209944751381,0.1343283582089555,0.11147011308562198,7,0.7473684210526316,0.6585635359116022,0.8631578947368422,0.8132596685082873,0.15492957746478891,0.23489932885906048,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.15492957746478891,0.23489932885906048,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,223.0,16765.0,3968.0,7,10478,5278,0.7052631578947368,0.6839779005524862,0.8000000000000002,0.7602209944751381,0.1343283582089555,0.11147011308562198,7,0.7473684210526316,0.6585635359116022,0.8631578947368422,0.8132596685082873,0.15492957746478891,0.23489932885906048,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.023809523809523885,0.011097410604192427,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,244.0,16834.0,3984.0,7,10531,5278,0.7578947368421053,0.6917127071823205,0.8210526315789475,0.7701657458563536,0.08333333333333344,0.11341853035143759,7,0.8842105263157894,0.8961325966850828,0.9052631578947369,0.9060773480662984,0.023809523809523885,0.011097410604192427,2
cora,123,config3.yml,random,0.1,30,edge_reconstruction,0.25,0.1363636363636363,0.06336939721792893,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,1.0,1.0,1.0,0.18181818181818182,0.22418281747179644,0.23461988304093573,244.0,16834.0,3984.0,7,10531,5278,0.8842105263157894,0.9005524861878453,0.9052631578947369,0.9082872928176795,0.023809523809523885,0.008588957055214628,2,0.6947368421052632,0.7149171270718232,0.7894736842105263,0.7602209944751381,0.1363636363636363,0.06336939721792893,7
