label,index,num_edges,num_nodes,density,num_triangles,max_diameter,seed,subgraph_size,num_save,batch_size,timesteps,epochs,method,dataset
pred,40,131,32,4.09375,29,6,123,32,50,64,400,5,walk,cora
pred,41,246,32,7.6875,100,4,123,32,50,64,400,5,walk,cora
pred,42,212,32,6.625,64,4,123,32,50,64,400,5,walk,cora
pred,43,110,32,3.4375,9,8,123,32,50,64,400,5,walk,cora
pred,44,100,32,3.125,15,9,123,32,50,64,400,5,walk,cora
pred,45,138,32,4.3125,31,6,123,32,50,64,400,5,walk,cora
pred,46,106,32,3.3125,13,5,123,32,50,64,400,5,walk,cora
pred,47,316,32,9.875,183,4,123,32,50,64,400,5,walk,cora
pred,48,158,32,4.9375,30,5,123,32,50,64,400,5,walk,cora
pred,49,208,32,6.5,58,4,123,32,50,64,400,5,walk,cora
train,0,30,16,1.875,2,5,123,16,50,64,600,5,walk,cora
train,1,34,16,2.125,1,10,123,16,50,64,600,5,walk,cora
train,2,40,16,2.5,2,5,123,16,50,64,600,5,walk,cora
train,3,36,16,2.25,3,11,123,16,50,64,600,5,walk,cora
train,4,40,16,2.5,3,7,123,16,50,64,600,5,walk,cora
train,5,38,16,2.375,4,8,123,16,50,64,600,5,walk,cora
train,6,54,16,3.375,15,6,123,16,50,64,600,5,walk,cora
train,7,44,16,2.75,7,7,123,16,50,64,600,5,walk,cora
train,8,34,16,2.125,1,7,123,16,50,64,600,5,walk,cora
train,9,34,16,2.125,2,10,123,16,50,64,600,5,walk,cora
train,10,38,16,2.375,4,9,123,16,50,64,600,5,walk,cora
train,11,32,16,2.0,0,12,123,16,50,64,600,5,walk,cora
train,12,40,16,2.5,6,5,123,16,50,64,600,5,walk,cora
train,13,30,16,1.875,0,9,123,16,50,64,600,5,walk,cora
train,14,34,16,2.125,1,11,123,16,50,64,600,5,walk,cora
train,15,44,16,2.75,6,5,123,16,50,64,600,5,walk,cora
train,16,44,16,2.75,7,7,123,16,50,64,600,5,walk,cora
train,17,44,16,2.75,4,6,123,16,50,64,600,5,walk,cora
train,18,34,16,2.125,3,7,123,16,50,64,600,5,walk,cora
train,19,42,16,2.625,6,9,123,16,50,64,600,5,walk,cora
train,20,46,16,2.875,9,7,123,16,50,64,600,5,walk,cora
train,21,34,16,2.125,2,9,123,16,50,64,600,5,walk,cora
train,22,36,16,2.25,1,5,123,16,50,64,600,5,walk,cora
train,23,32,16,2.0,0,8,123,16,50,64,600,5,walk,cora
train,24,48,16,3.0,8,8,123,16,50,64,600,5,walk,cora
train,25,40,16,2.5,2,8,123,16,50,64,600,5,walk,cora
train,26,46,16,2.875,9,4,123,16,50,64,600,5,walk,cora
train,27,38,16,2.375,3,8,123,16,50,64,600,5,walk,cora
train,28,42,16,2.625,5,7,123,16,50,64,600,5,walk,cora
train,29,64,16,4.0,22,4,123,16,50,64,600,5,walk,cora
train,30,36,16,2.25,2,9,123,16,50,64,600,5,walk,cora
train,31,42,16,2.625,6,8,123,16,50,64,600,5,walk,cora
train,32,50,16,3.125,13,7,123,16,50,64,600,5,walk,cora
train,33,34,16,2.125,1,7,123,16,50,64,600,5,walk,cora
train,34,34,16,2.125,2,7,123,16,50,64,600,5,walk,cora
train,35,40,16,2.5,5,4,123,16,50,64,600,5,walk,cora
train,36,50,16,3.125,18,4,123,16,50,64,600,5,walk,cora
train,37,40,16,2.5,5,6,123,16,50,64,600,5,walk,cora
train,38,38,16,2.375,7,5,123,16,50,64,600,5,walk,cora
train,39,40,16,2.5,4,7,123,16,50,64,600,5,walk,cora
train,40,48,16,3.0,7,5,123,16,50,64,600,5,walk,cora
train,41,54,16,3.375,12,4,123,16,50,64,600,5,walk,cora
train,42,32,16,2.0,2,8,123,16,50,64,600,5,walk,cora
train,43,30,16,1.875,0,7,123,16,50,64,600,5,walk,cora
train,44,34,16,2.125,2,9,123,16,50,64,600,5,walk,cora
train,45,42,16,2.625,5,4,123,16,50,64,600,5,walk,cora
train,46,34,16,2.125,2,8,123,16,50,64,600,5,walk,cora
train,47,42,16,2.625,7,7,123,16,50,64,600,5,walk,cora
train,48,38,16,2.375,5,11,123,16,50,64,600,5,walk,cora
train,49,38,16,2.375,1,8,123,16,50,64,600,5,walk,cora
pred,0,26,16,1.625,1,4,123,16,50,64,600,5,walk,cora
pred,1,24,16,1.5,0,6,123,16,50,64,600,5,walk,cora
pred,2,16,16,1.0,1,3,123,16,50,64,600,5,walk,cora
pred,3,25,16,1.5625,2,4,123,16,50,64,600,5,walk,cora
pred,4,22,16,1.375,1,3,123,16,50,64,600,5,walk,cora
pred,5,8,16,0.5,0,1,123,16,50,64,600,5,walk,cora
pred,6,24,16,1.5,2,5,123,16,50,64,600,5,walk,cora
pred,7,22,16,1.375,0,4,123,16,50,64,600,5,walk,cora
pred,8,15,16,0.9375,0,3,123,16,50,64,600,5,walk,cora
pred,9,20,16,1.25,0,3,123,16,50,64,600,5,walk,cora
pred,10,19,16,1.1875,0,3,123,16,50,64,600,5,walk,cora
pred,11,17,16,1.0625,0,4,123,16,50,64,600,5,walk,cora
pred,12,15,16,0.9375,0,5,123,16,50,64,600,5,walk,cora
pred,13,28,16,1.75,2,5,123,16,50,64,600,5,walk,cora
pred,14,12,16,0.75,0,2,123,16,50,64,600,5,walk,cora
pred,15,23,16,1.4375,0,6,123,16,50,64,600,5,walk,cora
pred,16,34,16,2.125,1,10,123,16,50,64,600,5,walk,cora
pred,17,25,16,1.5625,1,4,123,16,50,64,600,5,walk,cora
pred,18,19,16,1.1875,0,4,123,16,50,64,600,5,walk,cora
pred,19,20,16,1.25,0,3,123,16,50,64,600,5,walk,cora
pred,20,22,16,1.375,0,7,123,16,50,64,600,5,walk,cora
pred,21,21,16,1.3125,1,2,123,16,50,64,600,5,walk,cora
pred,22,32,16,2.0,2,9,123,16,50,64,600,5,walk,cora
pred,23,20,16,1.25,0,6,123,16,50,64,600,5,walk,cora
pred,24,23,16,1.4375,1,5,123,16,50,64,600,5,walk,cora
pred,25,18,16,1.125,0,4,123,16,50,64,600,5,walk,cora
pred,26,6,16,0.375,0,3,123,16,50,64,600,5,walk,cora
pred,27,26,16,1.625,1,5,123,16,50,64,600,5,walk,cora
pred,28,58,16,3.625,8,6,123,16,50,64,600,5,walk,cora
pred,29,29,16,1.8125,2,3,123,16,50,64,600,5,walk,cora
pred,30,28,16,1.75,1,5,123,16,50,64,600,5,walk,cora
pred,31,16,16,1.0,0,3,123,16,50,64,600,5,walk,cora
pred,32,20,16,1.25,1,4,123,16,50,64,600,5,walk,cora
pred,33,20,16,1.25,0,3,123,16,50,64,600,5,walk,cora
pred,34,13,16,0.8125,1,2,123,16,50,64,600,5,walk,cora
pred,35,21,16,1.3125,0,4,123,16,50,64,600,5,walk,cora
pred,36,34,16,2.125,3,6,123,16,50,64,600,5,walk,cora
pred,37,18,16,1.125,0,3,123,16,50,64,600,5,walk,cora
pred,38,16,16,1.0,0,4,123,16,50,64,600,5,walk,cora
pred,39,21,16,1.3125,0,4,123,16,50,64,600,5,walk,cora
pred,40,13,16,0.8125,0,2,123,16,50,64,600,5,walk,cora
pred,41,23,16,1.4375,1,4,123,16,50,64,600,5,walk,cora
pred,42,20,16,1.25,1,5,123,16,50,64,600,5,walk,cora
pred,43,30,16,1.875,2,5,123,16,50,64,600,5,walk,cora
pred,44,25,16,1.5625,1,6,123,16,50,64,600,5,walk,cora
pred,45,14,16,0.875,0,3,123,16,50,64,600,5,walk,cora
pred,46,11,16,0.6875,1,1,123,16,50,64,600,5,walk,cora
pred,47,38,16,2.375,2,6,123,16,50,64,600,5,walk,cora
pred,48,17,16,1.0625,0,3,123,16,50,64,600,5,walk,cora
pred,49,13,16,0.8125,0,3,123,16,50,64,600,5,walk,cora
train,0,82,32,2.5625,8,14,123,32,50,64,600,5,walk,cora
train,1,82,32,2.5625,11,17,123,32,50,64,600,5,walk,cora
train,2,108,32,3.375,26,4,123,32,50,64,600,5,walk,cora
train,3,100,32,3.125,17,11,123,32,50,64,600,5,walk,cora
train,4,82,32,2.5625,8,17,123,32,50,64,600,5,walk,cora
train,5,80,32,2.5,12,7,123,32,50,64,600,5,walk,cora
train,6,88,32,2.75,13,12,123,32,50,64,600,5,walk,cora
train,7,96,32,3.0,16,7,123,32,50,64,600,5,walk,cora
train,8,66,32,2.0625,2,11,123,32,50,64,600,5,walk,cora
train,9,102,32,3.1875,28,13,123,32,50,64,600,5,walk,cora
train,10,82,32,2.5625,6,9,123,32,50,64,600,5,walk,cora
train,11,82,32,2.5625,4,9,123,32,50,64,600,5,walk,cora
train,12,88,32,2.75,15,18,123,32,50,64,600,5,walk,cora
train,13,98,32,3.0625,14,8,123,32,50,64,600,5,walk,cora
train,14,80,32,2.5,9,14,123,32,50,64,600,5,walk,cora
train,15,94,32,2.9375,13,8,123,32,50,64,600,5,walk,cora
train,16,98,32,3.0625,18,12,123,32,50,64,600,5,walk,cora
train,17,92,32,2.875,11,9,123,32,50,64,600,5,walk,cora
train,18,100,32,3.125,18,6,123,32,50,64,600,5,walk,cora
train,19,90,32,2.8125,16,9,123,32,50,64,600,5,walk,cora
train,20,72,32,2.25,5,17,123,32,50,64,600,5,walk,cora
train,21,88,32,2.75,12,10,123,32,50,64,600,5,walk,cora
train,22,74,32,2.3125,6,20,123,32,50,64,600,5,walk,cora
train,23,66,32,2.0625,2,16,123,32,50,64,600,5,walk,cora
train,24,90,32,2.8125,10,7,123,32,50,64,600,5,walk,cora
train,25,70,32,2.1875,3,15,123,32,50,64,600,5,walk,cora
train,26,86,32,2.6875,6,9,123,32,50,64,600,5,walk,cora
train,27,106,32,3.3125,20,10,123,32,50,64,600,5,walk,cora
train,28,88,32,2.75,9,10,123,32,50,64,600,5,walk,cora
train,29,82,32,2.5625,7,13,123,32,50,64,600,5,walk,cora
train,30,92,32,2.875,8,11,123,32,50,64,600,5,walk,cora
train,31,94,32,2.9375,13,9,123,32,50,64,600,5,walk,cora
train,32,104,32,3.25,20,12,123,32,50,64,600,5,walk,cora
train,33,92,32,2.875,15,16,123,32,50,64,600,5,walk,cora
train,34,90,32,2.8125,12,11,123,32,50,64,600,5,walk,cora
train,35,80,32,2.5,6,10,123,32,50,64,600,5,walk,cora
train,36,106,32,3.3125,24,4,123,32,50,64,600,5,walk,cora
train,37,90,32,2.8125,15,13,123,32,50,64,600,5,walk,cora
train,38,68,32,2.125,1,14,123,32,50,64,600,5,walk,cora
train,39,96,32,3.0,25,14,123,32,50,64,600,5,walk,cora
train,40,82,32,2.5625,7,12,123,32,50,64,600,5,walk,cora
train,41,80,32,2.5,9,13,123,32,50,64,600,5,walk,cora
train,42,86,32,2.6875,6,13,123,32,50,64,600,5,walk,cora
train,43,98,32,3.0625,18,7,123,32,50,64,600,5,walk,cora
train,44,74,32,2.3125,5,20,123,32,50,64,600,5,walk,cora
train,45,96,32,3.0,19,6,123,32,50,64,600,5,walk,cora
train,46,88,32,2.75,20,18,123,32,50,64,600,5,walk,cora
train,47,74,32,2.3125,1,13,123,32,50,64,600,5,walk,cora
train,48,84,32,2.625,6,14,123,32,50,64,600,5,walk,cora
train,49,108,32,3.375,28,8,123,32,50,64,600,5,walk,cora
pred,0,270,32,8.4375,132,4,123,32,50,64,600,5,walk,cora
pred,1,22,32,0.6875,0,2,123,32,50,64,600,5,walk,cora
pred,2,228,32,7.125,118,6,123,32,50,64,600,5,walk,cora
pred,3,266,32,8.3125,123,4,123,32,50,64,600,5,walk,cora
pred,4,5,32,0.15625,0,1,123,32,50,64,600,5,walk,cora
pred,5,67,32,2.09375,6,8,123,32,50,64,600,5,walk,cora
pred,6,68,32,2.125,3,11,123,32,50,64,600,5,walk,cora
pred,7,92,32,2.875,7,8,123,32,50,64,600,5,walk,cora
pred,8,66,32,2.0625,4,7,123,32,50,64,600,5,walk,cora
pred,9,72,32,2.25,6,9,123,32,50,64,600,5,walk,cora
pred,10,209,32,6.53125,62,4,123,32,50,64,600,5,walk,cora
pred,11,57,32,1.78125,2,9,123,32,50,64,600,5,walk,cora
pred,12,42,32,1.3125,1,12,123,32,50,64,600,5,walk,cora
pred,13,26,32,0.8125,0,6,123,32,50,64,600,5,walk,cora
pred,14,203,32,6.34375,61,4,123,32,50,64,600,5,walk,cora
pred,15,78,32,2.4375,9,8,123,32,50,64,600,5,walk,cora
pred,16,57,32,1.78125,6,10,123,32,50,64,600,5,walk,cora
pred,17,39,32,1.21875,0,3,123,32,50,64,600,5,walk,cora
pred,18,64,32,2.0,0,9,123,32,50,64,600,5,walk,cora
pred,19,178,32,5.5625,61,4,123,32,50,64,600,5,walk,cora
pred,20,250,32,7.8125,100,4,123,32,50,64,600,5,walk,cora
pred,21,227,32,7.09375,84,4,123,32,50,64,600,5,walk,cora
pred,22,52,32,1.625,1,10,123,32,50,64,600,5,walk,cora
pred,23,14,32,0.4375,0,2,123,32,50,64,600,5,walk,cora
pred,24,19,32,0.59375,0,2,123,32,50,64,600,5,walk,cora
pred,25,125,32,3.90625,31,8,123,32,50,64,600,5,walk,cora
pred,26,84,32,2.625,9,16,123,32,50,64,600,5,walk,cora
pred,27,138,32,4.3125,20,5,123,32,50,64,600,5,walk,cora
pred,28,17,32,0.53125,0,3,123,32,50,64,600,5,walk,cora
pred,29,157,32,4.90625,39,6,123,32,50,64,600,5,walk,cora
pred,30,288,32,9.0,156,4,123,32,50,64,600,5,walk,cora
pred,31,275,32,8.59375,128,3,123,32,50,64,600,5,walk,cora
pred,32,242,32,7.5625,98,4,123,32,50,64,600,5,walk,cora
pred,33,31,32,0.96875,0,5,123,32,50,64,600,5,walk,cora
pred,34,156,32,4.875,31,5,123,32,50,64,600,5,walk,cora
pred,35,73,32,2.28125,6,5,123,32,50,64,600,5,walk,cora
pred,36,58,32,1.8125,0,15,123,32,50,64,600,5,walk,cora
pred,37,3,32,0.09375,0,1,123,32,50,64,600,5,walk,cora
pred,38,316,32,9.875,189,3,123,32,50,64,600,5,walk,cora
pred,39,14,32,0.4375,0,3,123,32,50,64,600,5,walk,cora
pred,40,118,32,3.6875,20,8,123,32,50,64,600,5,walk,cora
pred,41,101,32,3.15625,10,8,123,32,50,64,600,5,walk,cora
pred,42,12,32,0.375,0,2,123,32,50,64,600,5,walk,cora
pred,43,65,32,2.03125,2,18,123,32,50,64,600,5,walk,cora
pred,44,36,32,1.125,0,8,123,32,50,64,600,5,walk,cora
pred,45,195,32,6.09375,68,5,123,32,50,64,600,5,walk,cora
pred,46,201,32,6.28125,66,5,123,32,50,64,600,5,walk,cora
pred,47,4,32,0.125,0,1,123,32,50,64,600,5,walk,cora
pred,48,13,32,0.40625,0,2,123,32,50,64,600,5,walk,cora
pred,49,28,32,0.875,0,4,123,32,50,64,600,5,walk,cora
train,0,82,32,2.5625,7,14,123,32,50,64,400,5,walk,cora
train,1,70,32,2.1875,1,18,123,32,50,64,400,5,walk,cora
train,2,98,32,3.0625,13,7,123,32,50,64,400,5,walk,cora
train,3,104,32,3.25,15,11,123,32,50,64,400,5,walk,cora
train,4,88,32,2.75,10,12,123,32,50,64,400,5,walk,cora
train,5,96,32,3.0,10,7,123,32,50,64,400,5,walk,cora
train,6,92,32,2.875,12,10,123,32,50,64,400,5,walk,cora
train,7,94,32,2.9375,13,10,123,32,50,64,400,5,walk,cora
train,8,78,32,2.4375,5,10,123,32,50,64,400,5,walk,cora
train,9,82,32,2.5625,5,13,123,32,50,64,400,5,walk,cora
train,10,82,32,2.5625,6,9,123,32,50,64,400,5,walk,cora
train,11,94,32,2.9375,18,5,123,32,50,64,400,5,walk,cora
train,12,94,32,2.9375,13,14,123,32,50,64,400,5,walk,cora
train,13,94,32,2.9375,10,12,123,32,50,64,400,5,walk,cora
train,14,92,32,2.875,11,8,123,32,50,64,400,5,walk,cora
train,15,78,32,2.4375,5,7,123,32,50,64,400,5,walk,cora
train,16,84,32,2.625,9,14,123,32,50,64,400,5,walk,cora
train,17,104,32,3.25,24,9,123,32,50,64,400,5,walk,cora
train,18,80,32,2.5,9,12,123,32,50,64,400,5,walk,cora
train,19,88,32,2.75,7,10,123,32,50,64,400,5,walk,cora
train,20,74,32,2.3125,6,11,123,32,50,64,400,5,walk,cora
train,21,74,32,2.3125,7,18,123,32,50,64,400,5,walk,cora
train,22,80,32,2.5,8,13,123,32,50,64,400,5,walk,cora
train,23,84,32,2.625,7,10,123,32,50,64,400,5,walk,cora
train,24,86,32,2.6875,6,9,123,32,50,64,400,5,walk,cora
train,25,92,32,2.875,16,7,123,32,50,64,400,5,walk,cora
train,26,78,32,2.4375,6,17,123,32,50,64,400,5,walk,cora
train,27,82,32,2.5625,7,11,123,32,50,64,400,5,walk,cora
train,28,82,32,2.5625,8,15,123,32,50,64,400,5,walk,cora
train,29,82,32,2.5625,6,12,123,32,50,64,400,5,walk,cora
train,30,84,32,2.625,9,15,123,32,50,64,400,5,walk,cora
train,31,94,32,2.9375,11,10,123,32,50,64,400,5,walk,cora
train,32,116,32,3.625,36,10,123,32,50,64,400,5,walk,cora
train,33,104,32,3.25,19,7,123,32,50,64,400,5,walk,cora
train,34,74,32,2.3125,7,10,123,32,50,64,400,5,walk,cora
train,35,98,32,3.0625,19,8,123,32,50,64,400,5,walk,cora
train,36,84,32,2.625,5,10,123,32,50,64,400,5,walk,cora
train,37,86,32,2.6875,16,18,123,32,50,64,400,5,walk,cora
train,38,84,32,2.625,8,15,123,32,50,64,400,5,walk,cora
train,39,88,32,2.75,15,11,123,32,50,64,400,5,walk,cora
train,40,112,32,3.5,30,7,123,32,50,64,400,5,walk,cora
train,41,76,32,2.375,7,15,123,32,50,64,400,5,walk,cora
train,42,84,32,2.625,7,8,123,32,50,64,400,5,walk,cora
train,43,104,32,3.25,20,11,123,32,50,64,400,5,walk,cora
train,44,90,32,2.8125,9,10,123,32,50,64,400,5,walk,cora
train,45,88,32,2.75,13,14,123,32,50,64,400,5,walk,cora
train,46,76,32,2.375,5,10,123,32,50,64,400,5,walk,cora
train,47,80,32,2.5,7,11,123,32,50,64,400,5,walk,cora
train,48,78,32,2.4375,6,11,123,32,50,64,400,5,walk,cora
train,49,90,32,2.8125,8,9,123,32,50,64,400,5,walk,cora
pred,0,258,32,8.0625,117,4,123,32,50,64,400,5,walk,cora
pred,1,262,32,8.1875,118,3,123,32,50,64,400,5,walk,cora
pred,2,317,32,9.90625,200,3,123,32,50,64,400,5,walk,cora
pred,3,237,32,7.40625,89,5,123,32,50,64,400,5,walk,cora
pred,4,190,32,5.9375,61,5,123,32,50,64,400,5,walk,cora
pred,5,243,32,7.59375,112,4,123,32,50,64,400,5,walk,cora
pred,6,307,32,9.59375,187,4,123,32,50,64,400,5,walk,cora
pred,7,291,32,9.09375,149,3,123,32,50,64,400,5,walk,cora
pred,8,158,32,4.9375,31,5,123,32,50,64,400,5,walk,cora
pred,9,185,32,5.78125,45,5,123,32,50,64,400,5,walk,cora
pred,10,288,32,9.0,161,4,123,32,50,64,400,5,walk,cora
pred,11,259,32,8.09375,122,3,123,32,50,64,400,5,walk,cora
pred,12,155,32,4.84375,25,7,123,32,50,64,400,5,walk,cora
pred,13,196,32,6.125,52,4,123,32,50,64,400,5,walk,cora
pred,14,363,32,11.34375,267,4,123,32,50,64,400,5,walk,cora
pred,15,207,32,6.46875,63,4,123,32,50,64,400,5,walk,cora
pred,16,199,32,6.21875,55,4,123,32,50,64,400,5,walk,cora
pred,17,152,32,4.75,37,6,123,32,50,64,400,5,walk,cora
pred,18,266,32,8.3125,158,5,123,32,50,64,400,5,walk,cora
pred,19,196,32,6.125,58,5,123,32,50,64,400,5,walk,cora
pred,20,244,32,7.625,96,4,123,32,50,64,400,5,walk,cora
pred,21,186,32,5.8125,49,5,123,32,50,64,400,5,walk,cora
pred,22,201,32,6.28125,73,4,123,32,50,64,400,5,walk,cora
pred,23,236,32,7.375,98,4,123,32,50,64,400,5,walk,cora
pred,24,208,32,6.5,71,4,123,32,50,64,400,5,walk,cora
pred,25,164,32,5.125,21,5,123,32,50,64,400,5,walk,cora
pred,26,203,32,6.34375,62,5,123,32,50,64,400,5,walk,cora
pred,27,298,32,9.3125,162,3,123,32,50,64,400,5,walk,cora
pred,28,173,32,5.40625,49,7,123,32,50,64,400,5,walk,cora
pred,29,244,32,7.625,88,4,123,32,50,64,400,5,walk,cora
pred,30,199,32,6.21875,67,5,123,32,50,64,400,5,walk,cora
pred,31,210,32,6.5625,58,4,123,32,50,64,400,5,walk,cora
pred,32,178,32,5.5625,44,4,123,32,50,64,400,5,walk,cora
pred,33,168,32,5.25,40,5,123,32,50,64,400,5,walk,cora
pred,34,226,32,7.0625,85,5,123,32,50,64,400,5,walk,cora
pred,35,241,32,7.53125,108,4,123,32,50,64,400,5,walk,cora
pred,36,257,32,8.03125,110,4,123,32,50,64,400,5,walk,cora
pred,37,272,32,8.5,127,4,123,32,50,64,400,5,walk,cora
pred,38,219,32,6.84375,67,4,123,32,50,64,400,5,walk,cora
pred,39,175,32,5.46875,42,5,123,32,50,64,400,5,walk,cora
pred,40,187,32,5.84375,53,6,123,32,50,64,400,5,walk,cora
pred,41,66,32,2.0625,4,14,123,32,50,64,400,5,walk,cora
pred,42,177,32,5.53125,39,5,123,32,50,64,400,5,walk,cora
pred,43,114,32,3.5625,16,7,123,32,50,64,400,5,walk,cora
pred,44,157,32,4.90625,39,5,123,32,50,64,400,5,walk,cora
pred,45,142,32,4.4375,29,5,123,32,50,64,400,5,walk,cora
pred,46,302,32,9.4375,157,3,123,32,50,64,400,5,walk,cora
pred,47,259,32,8.09375,125,4,123,32,50,64,400,5,walk,cora
pred,48,248,32,7.75,105,4,123,32,50,64,400,5,walk,cora
pred,49,164,32,5.125,40,6,123,32,50,64,400,5,walk,cora
train,0,124,32,3.875,44,6,123,32,50,64,600,5,walk,cora
train,1,82,32,2.5625,9,11,123,32,50,64,600,5,walk,cora
train,2,82,32,2.5625,6,15,123,32,50,64,600,5,walk,cora
train,3,108,32,3.375,20,10,123,32,50,64,600,5,walk,cora
train,4,80,32,2.5,9,16,123,32,50,64,600,5,walk,cora
train,5,88,32,2.75,7,11,123,32,50,64,600,5,walk,cora
train,6,88,32,2.75,13,14,123,32,50,64,600,5,walk,cora
train,7,78,32,2.4375,6,11,123,32,50,64,600,5,walk,cora
train,8,76,32,2.375,2,18,123,32,50,64,600,5,walk,cora
train,9,90,32,2.8125,10,8,123,32,50,64,600,5,walk,cora
train,10,106,32,3.3125,18,6,123,32,50,64,600,5,walk,cora
train,11,66,32,2.0625,2,21,123,32,50,64,600,5,walk,cora
train,12,92,32,2.875,12,8,123,32,50,64,600,5,walk,cora
train,13,78,32,2.4375,3,11,123,32,50,64,600,5,walk,cora
train,14,84,32,2.625,7,14,123,32,50,64,600,5,walk,cora
train,15,88,32,2.75,11,12,123,32,50,64,600,5,walk,cora
train,16,88,32,2.75,10,14,123,32,50,64,600,5,walk,cora
train,17,102,32,3.1875,17,5,123,32,50,64,600,5,walk,cora
train,18,90,32,2.8125,9,8,123,32,50,64,600,5,walk,cora
train,19,88,32,2.75,12,10,123,32,50,64,600,5,walk,cora
train,20,92,32,2.875,11,8,123,32,50,64,600,5,walk,cora
train,21,90,32,2.8125,7,11,123,32,50,64,600,5,walk,cora
train,22,86,32,2.6875,9,13,123,32,50,64,600,5,walk,cora
train,23,88,32,2.75,7,13,123,32,50,64,600,5,walk,cora
train,24,80,32,2.5,7,12,123,32,50,64,600,5,walk,cora
train,25,78,32,2.4375,5,18,123,32,50,64,600,5,walk,cora
train,26,82,32,2.5625,10,12,123,32,50,64,600,5,walk,cora
train,27,104,32,3.25,17,11,123,32,50,64,600,5,walk,cora
train,28,90,32,2.8125,9,7,123,32,50,64,600,5,walk,cora
train,29,92,32,2.875,9,9,123,32,50,64,600,5,walk,cora
train,30,86,32,2.6875,10,10,123,32,50,64,600,5,walk,cora
train,31,82,32,2.5625,10,15,123,32,50,64,600,5,walk,cora
train,32,108,32,3.375,30,7,123,32,50,64,600,5,walk,cora
train,33,96,32,3.0,12,10,123,32,50,64,600,5,walk,cora
train,34,108,32,3.375,19,6,123,32,50,64,600,5,walk,cora
train,35,102,32,3.1875,20,9,123,32,50,64,600,5,walk,cora
train,36,86,32,2.6875,13,13,123,32,50,64,600,5,walk,cora
train,37,78,32,2.4375,3,12,123,32,50,64,600,5,walk,cora
train,38,90,32,2.8125,10,8,123,32,50,64,600,5,walk,cora
train,39,82,32,2.5625,8,13,123,32,50,64,600,5,walk,cora
train,40,92,32,2.875,14,12,123,32,50,64,600,5,walk,cora
train,41,86,32,2.6875,9,11,123,32,50,64,600,5,walk,cora
train,42,94,32,2.9375,15,5,123,32,50,64,600,5,walk,cora
train,43,96,32,3.0,23,9,123,32,50,64,600,5,walk,cora
train,44,80,32,2.5,6,15,123,32,50,64,600,5,walk,cora
train,45,84,32,2.625,2,15,123,32,50,64,600,5,walk,cora
train,46,86,32,2.6875,15,13,123,32,50,64,600,5,walk,cora
train,47,88,32,2.75,7,6,123,32,50,64,600,5,walk,cora
train,48,76,32,2.375,8,13,123,32,50,64,600,5,walk,cora
train,49,90,32,2.8125,10,8,123,32,50,64,600,5,walk,cora
pred,0,2,32,0.0625,0,1,123,32,50,64,600,5,walk,cora
pred,1,10,32,0.3125,0,2,123,32,50,64,600,5,walk,cora
pred,2,1,32,0.03125,0,0,123,32,50,64,600,5,walk,cora
pred,3,9,32,0.28125,0,1,123,32,50,64,600,5,walk,cora
pred,4,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,5,77,32,2.40625,3,10,123,32,50,64,600,5,walk,cora
pred,6,60,32,1.875,7,6,123,32,50,64,600,5,walk,cora
pred,7,6,32,0.1875,0,2,123,32,50,64,600,5,walk,cora
pred,8,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,9,6,32,0.1875,0,1,123,32,50,64,600,5,walk,cora
pred,10,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,11,2,32,0.0625,0,1,123,32,50,64,600,5,walk,cora
pred,12,4,32,0.125,0,2,123,32,50,64,600,5,walk,cora
pred,13,6,32,0.1875,0,1,123,32,50,64,600,5,walk,cora
pred,14,110,32,3.4375,13,9,123,32,50,64,600,5,walk,cora
pred,15,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,16,5,32,0.15625,0,1,123,32,50,64,600,5,walk,cora
pred,17,2,32,0.0625,0,1,123,32,50,64,600,5,walk,cora
pred,18,28,32,0.875,0,4,123,32,50,64,600,5,walk,cora
pred,19,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,20,7,32,0.21875,0,1,123,32,50,64,600,5,walk,cora
pred,21,130,32,4.0625,18,6,123,32,50,64,600,5,walk,cora
pred,22,2,32,0.0625,0,1,123,32,50,64,600,5,walk,cora
pred,23,24,32,0.75,0,4,123,32,50,64,600,5,walk,cora
pred,24,15,32,0.46875,0,2,123,32,50,64,600,5,walk,cora
pred,25,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,26,106,32,3.3125,17,8,123,32,50,64,600,5,walk,cora
pred,27,1,32,0.03125,0,0,123,32,50,64,600,5,walk,cora
pred,28,1,32,0.03125,0,0,123,32,50,64,600,5,walk,cora
pred,29,42,32,1.3125,2,7,123,32,50,64,600,5,walk,cora
pred,30,16,32,0.5,0,2,123,32,50,64,600,5,walk,cora
pred,31,82,32,2.5625,6,14,123,32,50,64,600,5,walk,cora
pred,32,8,32,0.25,0,2,123,32,50,64,600,5,walk,cora
pred,33,36,32,1.125,1,6,123,32,50,64,600,5,walk,cora
pred,34,2,32,0.0625,0,1,123,32,50,64,600,5,walk,cora
pred,35,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,36,0,32,0.0,0,0,123,32,50,64,600,5,walk,cora
pred,37,8,32,0.25,0,2,123,32,50,64,600,5,walk,cora
