dataset,seed,config,g0_method,g0_size,attack_epochs,attack_method,budget_pct,d_g0,d_gX,H_overall,H_g0_base,H_gX_base,H_g0gX_base,H_g0_lock,H_gX_lock,H_g0gX_lock,d_H_g0,d_H_gX,d_H_g0gX,changes_g0,changes_gX,changes_g0gX,num_classes,edges_modified,orig_edges,f1_g0_base_0,f1_gX_base_0,f1_g0_lock_0,f1_gX_lock_0,d_g0_0,d_gX_0,num_classes_0
chameleon,123,config.yml,random,0.1,30,sll_no_g,0.25,-0.2111111111111111,-0.022222222222222213,0.23126454368684454,0.2116991643454039,0.2294167235357874,0.23126454368684454,0.1998166819431714,0.22404872858033978,0.21762411076264054,-0.05612909450528245,-0.02339844660282691,-0.05898194641836026,1492.0,4704.0,9704.0,5,7950,31371,0.5027932960893855,0.5728429985855729,0.39664804469273746,0.5601131541725601,-0.2111111111111111,-0.022222222222222213,5
