dataset,seed,config,g0_method,g0_size,attack_epochs,attack_method,budget_pct,f1_g0_base,f1_gX_base,f1_g0_lock,f1_gX_lock,d_g0,d_gX,H_overall,H_g0_base,H_gX_base,H_g0gX_base,H_g0_lock,H_gX_lock,H_g0gX_lock,d_H_g0,d_H_gX,d_H_g0gX,changes_g0,changes_gX,changes_g0gX,num_classes,edges_modified,orig_edges
cora,123,config.yaml,random,0.1,30,sll_no_g,0.25,0.7263157894736842,0.7248618784530386,0.45964912280701753,0.7005524861878453,-0.36714975845410636,-0.03353658536585364,0.8099658961727927,0.8461538461538461,0.8168714555765595,0.8099658961727927,0.29896907216494845,0.8091397849462365,0.6735704637550652,-0.6466729147141519,-0.00946497833599273,-0.1683965128188925,288.0,464.0,2022.0,7,1387,5278
